filename,text,labels
,Kim Takes Four-Stroke Lead at State Farm (AP) AP - Christina Kim followed a record-tying opening round with a 6-under 66 Friday to take a four-stroke lead midway through the LPGA State Farm Classic.,
,"August shows a pickup in hiring US job growth revived last month, the government reported yesterday, as employers added 144,000 jobs to their nonfarm payrolls in August, seasonally adjusted -arely enough",
,"Kim increases lead at State Farm Classic Springfield, Illinois - Christina Kim followed up her career best round with a six-under 66 here on Friday to increase her lead to four strokes in the \$1,2-million (about R8-million) State Farm Classic.",
,"Golf: Kim Leads State Farm Classic American Christina Kim has a four stroke lead mid-way through the Ladies Professional Golf Association State Farm Classic in Springfield, Illinois.",
,"Kim on fire at State Farm Classic Springfield, IL (Sports Network) - Christina Kim posted a six-under 66 on Friday to cruise to a four-shot lead midway through the State Farm Classic at The Rail Golf Course.",
,"The cream of the crop Their beacons of hope are Kevin Youkilis , Casey Fossum , and Shea Hillenbrand , prospects who once walked in their spikes and made it to the bigs. Nearly 200 Red Sox farmhands from the Dominican Summer League to Triple A Pawtucket yesterday were close to packing their equipment bags and heading home for the winter after spending the season ...",
,"4-shot lead for Kerr Cristie Kerr shot her second straight 9-under-par 63 yesterday to take a four-stroke lead into the final round of the State Farm Classic in Springfield, Ill.",
,"UPDATE 4-Intel cuts revenue outlook; stock declines Intel Corp. (INTC.O: Quote, Profile, Research) on Thursday cut its third-quarter revenue and profit margin forecast after demand for both its computer microprocessors",
,"Kerr posts one-stroke win at LPGA Tour #39;s State Farm Classic Kerr claimed her third tournament of the year Sunday, overcoming a shaky final round and a strong challenge from Christina Kim to win the State Farm Classic.",
,"Roundup: Kerr wins despite shaky final round Kerr claimed her third LPGA Tour tournament of the year yesterday, overcoming final-round difficulties and a strong challenge from Kim to win the State Farm Classic.",
,"Singapore verifying reports of new Malaysian bird flu outbreak SINGAPORE : Singapore says it is verifying reports of another bird flu outbreak in a Malaysian farm. Singapore was scheduled to review its current ban on Malaysian poultry and eggs on Saturday, but this may now be delayed.",
,"Islamic Radicalism Not an Issue in Indonesia Vote  LAMONGAN, Indonesia (Reuters) - Indonesian farmer Agus  Saefuddin lives in the East Java regency of Lamongan, home to  three brothers who were key players in the Bali bombings that  killed 202 people, but he doesn't know their names.",
,"More West Africa Locust Swarms Coming Soon-Reports (Reuters) Reuters - Locusts in West Africa are devouring\crops and breeding at such a rate they are expected to create a\substantial number of new swarms across the region in\September, two reports said.",
,"EU May Allow First GMO Seeds for Sale Across Bloc (Reuters) Reuters - The European Commission\is likely to authorize the first genetically modified (GMO)\seeds for commercial use across EU territory this week, in the\face of widespread consumer resistance to biotech crops.",
,Intel and AMD battle for dual-core chips Advanced Micro Devices (AMD) showcased its dual-core x86 Opteron microprocessor this week. The upcoming dual-core CPU for the enterprise enviornment is expected to debut in mid-2005 and was housed in a HP ProLiant DL585 server.,
,"Mizuho Securities, Japanese farmers #39; bank to boost ties TOKYO : The brokerage arm of Japan #39;s biggest lender, the Mizuho Financial Group, and Norinchukin Bank, the umbrella bank for farmers #39; cooperatives, are considering expanding their ties, an official said.",
,"Intel shifts focus to multicore chip performance Intel Corp., which has led the charge in the gigahertz race, is expected to change its tune at this week #39;s developer forum in San Francisco by focusing on improving chip performance by adding more cores to the microprocessor.",
,"Locusts Ravage Key Mauritanian Farming Region (Reuters) Reuters - An agricultural region\in eastern Mauritania faces the loss of its entire crop to\swarms of locusts unless action is taken immediately, a\regional government official has warned.",
,Singapore invited to check farms in Johor JOHOR BARU: The Singapore authorities have been invited to check chicken farms in Johor for avian influenza if the republic wants to import poultry from here.,
,"Frances #39; fallout seen short-lived on Fla. economy Frances, the second major hurricane to strike Florida in three weeks, has stung tourism, agriculture and other industries, but the state #39;s economy is expected to",
,"Hybrid Sunflower Oil May Keep Arteries Clean By BETSY BLANEY    LUBBOCK, Texas (AP) -- Some farmers are placing their hope in a hybrid sunflower seed that could help keep arteries clear and hearts pumping in a nation smitten with snacks and processed food.    ""It's a healthier oil,"" said Willie Wieck, 62, who started growing sunflowers on his 450 acres in the Texas Panhandle in the early 1970s...",
,"Intel shifts course on processors Intel Corp. took a huge step Tuesday away from its usual strategy of pushing the need for speed, announcing that it will offer microprocessors with dual cores across all product lines starting next year.",
,"EU approves GMO seed for planting across bloc The European Union approved on Wednesday the first biotech seeds for planting and sale across EU territory, angering green groups who maintain they could contaminate other crops.",
,"Intel goes for dual-core p2pnet.net News:- Intel will offer dual core  #39;two-in-one #39; microprocessors across all product lines starting next year. And by 2006, most chips sold for desktop and notebook PCs, as well as server computers",
,"EU Approves GMO Seed for Planting Across Bloc (Reuters) Reuters - The European Union approved on\Wednesday the first biotech seeds for planting and sale across\EU territory, flying in the face of widespread consumer\resistance to genetically modified (GMO) crops and foods.",
,Livewire: Web Aids Search for the Right -- or Left -- Mate (Reuters) Reuters - The run-up to the U.S.\presidential election is casting the spotlight on a new crop of\Web sites for political-minded singles who are seeking Mr. or\Ms. Right ... or Left.,
,"WTO confirms big trade powers EU, US must dismantle cotton, sugar &lt;b&gt;...&lt;/b&gt; The World Trade Organisation confirmed two separate rulings Wednesday outlawing farm subsidies paid by the United States to cotton farmers and by the European Union to its sugar producers.",
,Intel unveils plans for multitasking chip Chip maker Intel Corp. has announced plans to improve its flagship products in ways that could redefine the role of a microprocessor in a computer and help the company stay ahead of its competitors.,
,"Update 1: Brazil Wins Trade Battles Against US, EU Latin America #39;s agricultural giant won a pair of trade victories against farm subsidies for rich countries after the World Trade Organization agreed that Brazilian farmers have been hurt by government assistance for US cotton farmers and European Union",
,"WTO rules against US, EU on sugar, cotton Latin America #39;s agricultural giant scored two trade victories Wednesday against rich countries #39; farm subsidies after the World Trade Organization agreed with Brazil",
,"US Ordered to Reduce Crop Supports The United States has been ordered to withdraw some of its support for producers of cotton and other commodities, according to a World Trade Organization report made public Wednesday.",
,"They're letting their hair down They are baseball's Delta House, the ragtag Pointer Brothers of Yawkey Way. Winning just about every game on their march to the playoffs, the 2004 Red Sox look like they're going on down to Yasgur's farm to join in a rock 'n' roll band.",
,"China Accused of Unfair Trade Policies A group of industry, farm and labor groups, seeking to put pressure on the Bush administration before the presidential election, petitioned the government on Thursday to file an unfair trade practices case against China.",
,"U.S. Ordered to Reduce Crop Supports GENEVA, Sept. 8 -- The United States was ordered to withdraw some of its support for producers of cotton and other commodities, according to a World Trade Organization report made public Wednesday.",
,"New IBM server supports dual-core Opteron IBM Corp. next week will begin shipping the second generation of its rack-mounted dual processor servers based on Advanced Micro Devices Inc.'s (AMD) Opteron microprocessor. The new server, called the eServer 326, will be IBM's first product specifically designed to support the upcoming dual-core Opteron processors that AMD is expected to ship next year.",
,African sugar farmers await sweet victory African sugar farmers and other developing countries stand to benefit from a new ruling by the World Trading Organisation (WTO) declaring some European sugar exports as illegal.,
,"Sox have off-night in Seattle Much to their chagrin, the Red Sox were long overdue for a game like this. All the elements that had been so reliable during this riveting stretch of baseball decided to",
,"Japan to Continue Demand That US Apply Its Cattle Standards Japan #39;s farm minister, Yoshiyuki Kamei, said his nation will continue to demand that the US apply the same standards of testing cattle for mad cow disease that Japan does.",
,"M S in talks to offload website Marks   Spencer is poised to farm out its online retail business and is talking to a number of interested parties, the High Street retailer says.",
,"M S in talks to offload website Marks   Spencer is poised to farm out its online retail business, the High Street retailer says.",
,"Locusts Menace Quarter of West Africa Crops-Experts (Reuters) Reuters - West Africa may lose up to a quarter\of its grain harvest this year if the worst locust infestation\for 15 years is not brought under control, regional agriculture\experts warned.",
,Web Aids Search for the Right -- or Left -- Mate The run-up to the U.S.\presidential election is casting the spotlight on a new crop of\Web sites for political-minded singles who are seeking Mr. or\Ms. Right ... or Left.,
,"Microsoft Microphones p2pnet.net News:-  quot;We #39;ve been hush-hush about it, so far. But we understand this is a major market opportunity, quot; Erik Huggers, director of Windows Digital Media division, told Reuters in an interview  quot;on the",
,"US labor, industry coalition charges China currency  #39;manipulation #39; WASHINGTON : An alliance of labor, industry and farm groups filed a complaint charging China with creating unfair trade conditions and undermining US workers and industry by manipulating its currency.",
,Planned merger involving Monitor Sugar moves forward More than enough sugar beet farmers have been brought on board to buy Monitor Sugar Co. in order for a planned merger between the company and the Michigan Sugar Co.,
